pref,city,name,zip,addr,phone,note
大阪府,大阪市,U-me-cafe(ウーミーカフェ),5400032,大阪市中央区天満橋京町1-1 （京阪シティモール2階）,06-6360-4616,ひろば型; 開設時間:10：00～15：00
大阪府,藤井寺市,ぽけっとひろば,5830032,大阪府藤井寺市小山藤美町10-3,072-978-8668,大阪府オープンデータ「地域子育て支援拠点一覧」（2026-02-24更新）
大阪府,東大阪市,旭町子育て支援センター,5798048,東大阪市旭町1-5,072-980-8871,大阪府オープンデータ「地域子育て支援拠点一覧」（2026-02-24更新）
大阪府,泉南市,地域子育て支援センター　ひだまり,5900521,泉南市樽井1-8-47,072-484-3371,大阪府オープンデータ「地域子育て支援拠点一覧」（2026-02-24更新）
大阪府,四條畷市,田原支所（つどいの広場プチひまわり２nd）,5750014,四條畷市大字上田原1,0743-78-0175,大阪府オープンデータ「地域子育て支援拠点一覧」（2026-02-24更新）
大阪府,交野市,交野市立保健福祉総合センター,5760034,交野市天野が原町5-5-1,072-893-6400,大阪府オープンデータ「地域子育て支援拠点一覧」（2026-02-24更新）
大阪府,大阪狭山市,保育所等入所相談窓口（こども政策部こども育成グループ）,,,072-349-8156,窓口情報（地域子育て支援拠点の利用先確認用）; 同上
大阪府,阪南市,子育て総合支援センター,5990205,大阪府阪南市新町171,072-479-6510,大阪府オープンデータ「地域子育て支援拠点一覧」（2026-02-24更新）
大阪府,島本町,保育所等入所相談窓口（教育こども部保育幼稚園課）,,,075-962-7461,窓口情報（地域子育て支援拠点の利用先確認用）; 同上
大阪府,豊能町,保育所等入所相談窓口（こども未来部こども育成課）,,,072-739-3432,窓口情報（地域子育て支援拠点の利用先確認用）; 同上
大阪府,能勢町,保育所等入所相談窓口（福祉部福祉課）,,,072-731-2150,窓口情報（地域子育て支援拠点の利用先確認用）; 同上
大阪府,忠岡町,忠岡町役場,5950805,泉北郡忠岡町忠岡東1-34-1,0725-22-1122,大阪府オープンデータ「地域子育て支援拠点一覧」（2026-02-24更新）
大阪府,熊取町,教育・子どもセンター,5900414,大阪府泉南郡熊取町五門東二丁目3番5号,072-453-0600,大阪府オープンデータ「地域子育て支援拠点一覧」（2026-02-24更新）
大阪府,田尻町,田尻町子育て支援センター（すくすくセンター）,5980091,大阪府泉南郡田尻町嘉祥寺432番地1,072-466-5111,大阪府オープンデータ「地域子育て支援拠点一覧」（2026-02-24更新）
大阪府,岬町,保育所等入所相談窓口（しあわせ創造部子育て支援課）,,,072-492-2709,窓口情報（地域子育て支援拠点の利用先確認用）; 同上
大阪府,太子町,保育所等入所相談窓口（健康福祉部子育て支援課）,,,0721-98-5596,窓口情報（地域子育て支援拠点の利用先確認用）; 同上
大阪府,河南町,保育所等入所相談窓口（教育部こども1ばん課）,,,0721-93-2500,窓口情報（地域子育て支援拠点の利用先確認用）; 同上
大阪府,千早赤阪村,保育所等入所相談窓口（教育課）,,,0721-72-1300,窓口情報（地域子育て支援拠点の利用先確認用）; 同上（直通）
大阪府,大阪市,つどいの広場高見町,,大阪市此花区高見3-1-4,06-6461-5610,
大阪府,大阪市,つどいの広場大正,,大阪市大正区平尾2-23-5-101,06-6552-0300,
大阪府,大阪市,つどいの広場小田町,,大阪市浪速区塩草2-1-12,06-6562-0008,
大阪府,大阪市,つどいの広場柏里,,大阪市西淀川区柏里3-17-1-101,06-6471-0440,
大阪府,大阪市,つどいの広場かしま,,大阪市淀川区加島1-32-17,06-6309-3090,
大阪府,大阪市,つどいの広場北加賀屋,,大阪市住之江区中加賀屋2-17-1,06-6681-2673,
大阪府,大阪市,つどいの広場みさき,,大阪市住之江区御崎7-2-4,06-6685-6693,
大阪府,大阪市,つどいの広場矢田教育の森,,大阪市東住吉区矢田5-2-12,06-6692-0053,
大阪府,大阪市,つどいの広場せいか,,大阪市西成区千本中2-7-6,06-4398-5326,
大阪府,大阪市,つどいの広場ソフィア,,大阪市鶴見区緑1-11-3　2階,06-6180-3550,
大阪府,大阪市,つどいの広場シュッポッポすみよし,,大阪市住吉区清水丘2-4-7　メゾンブラン101号,090-6737-9647,
大阪府,大阪市,つどいの広場シュッポッポ,,大阪市西区南堀江4-24-5,080-5325-0337,
大阪府,大阪市,つどいの広場　きらぽかひろば,,大阪市西区北堀江4-2-7,080-8511-8773,
大阪府,大阪市,ハート広場,,大阪市東住吉区桑津5丁目13-48,06-6719-6055,
大阪府,大阪市,ふれんど広場,,大阪市平野区加美北5-9　　市営加美長沢住宅2号館108号室,06-6131-8941,
大阪府,大阪市,中津づどいの広場　ぐうぐう,,大阪市北区中津3-4-35-106,06-6371-3338,
大阪府,大阪市,豊崎づどいの広場　ぐうぐう,,大阪市北区豊崎4-2-11-1Ｆ,080-4979-0909,
大阪府,大阪市,つどいの広場　秀和,,大阪市鶴見区諸口６丁目２番７号,090-9215-1545,
大阪府,大阪市,杜のこうさてん,,大阪市城東区鴫野東3-3-3,06-6961-5505,
大阪府,大阪市,つどいの広場　みつるポケット,,大阪市北区大淀中５丁目２番８号,06-6485-8777,
大阪府,大阪市,つどいの広場　ふじまめっこルーム,,大阪市福島区海老江1丁目10番２号,080-7141-3902,
大阪府,大阪市,つどいの広場　ときわっこ,,大阪市平野区流町2-2-24,06-6709-3830,
大阪府,大阪市,四恩子育て支援センター,,大阪市住吉区苅田4-3-9,06-6607-3311,
大阪府,大阪市,ふらっとひろば　ままちっち,,大阪市阿倍野区阪南町2-7-12,050-3708-4808,
大阪府,大阪市,つどいの広場　ぴよぴよアイランド,,大阪市西区江之子島1-5-8ロイヤルハイツたそがれ2F,06-6147-6701,
大阪府,大阪市,つどいの広場　藤わくわく,,大阪市住吉区山之内元町6-2,06-6697-2130,
大阪府,大阪市,東桃谷幼児の園,,大阪市生野区勝山北3-4-33,06-6731-0209,
大阪府,大阪市,関目つどいの広場うたたね,,大阪市城東区関目5-19-3,06-6210-7252,
大阪府,大阪市,トヨタカローラ南海なにわ店,,大阪市西成区中開1-2-3,06-6632-9500,
大阪府,大阪市,つどいの広場ラ・メール放出西,,大阪市城東区放出西3-6-1ファーストパレス410,06-6969-0005,
大阪府,大阪市,つどいの広場ちいさな子育て支援団新大阪,,大阪市淀川区西宮原3-3-88田ビル1F,06-6151-9257,
大阪府,大阪市,つどいの広場せいわのぽぽぽ,,大阪市生野区桃谷5-5-37いくのコーライブスパークB棟3F,06-6777-2580,
大阪府,大阪市,つどいの広場ちるどれぷらす,,大阪市中央区上町1-6-11-2階,06-6773-9649,
大阪府,大阪市,つどいの広場こもれび,,大阪市西区南堀江3-11-22HORIE JNSビル3階,070-3340-6329,
大阪府,大阪市,つどいの広場いらかっこ,,大阪市生野区巽南3-7-31-2F,06-6752-3390,
大阪府,大阪市,つどいの広場育児＆育自?この指と～まれ！?西三国,,大阪市淀川区西三国3-24-6,06-6842-7402,
大阪府,大阪市,つどいの広場育児＆育自?この指と～まれ！?塚本,,大阪市淀川区塚本5-3-2,06-6195-9383,
大阪府,大阪市,つどいの広場育児＆育自?この指と～まれ！?三津屋,,大阪市淀川区三津屋中1-4-29,050-1505-8627,
大阪府,大阪市,子育てひろばKids Lab. Hub都島,,大阪市都島区御幸町１-８-４　スマイルパレス１階,06-7777-6325,
大阪府,池田市,もりもりKIDS（ｻﾞ･ﾗｲｵﾝｽﾞ池田内）,,大阪府池田市城南3-1-15C-101,072-752-2211,
大阪府,池田市古江町,ホップくん（古江保育所内）,,大阪府池田市古江町4,072-753-7999,
大阪府,池田市,くるぽん（保健福祉総合ｾﾝﾀｰ内）,,大阪府池田市城南3-1-40,072-754-6006,
大阪府,池田市,てしまの森（ＯＰＨ石橋テラス内）,,大阪府池田市豊島北1丁目4番17,072-743-9014,
大阪府,吹田市,ことぶき保育園,,大阪府吹田市岸部中2丁目2-1,06-6388-4411,
大阪府,吹田市,のびのび子育てプラザ,,大阪府吹田市山田西4丁目2-43,06-6816-8585,
大阪府,吹田市,第二愛育園,,大阪府吹田市長野東13-5,06-6878-5551,
大阪府,吹田市,認定こども園南ヶ丘こども園,,大阪府吹田市佐井寺南が丘3-5,06-6330-1552,
大阪府,吹田市高城町,こばと保育園,,大阪府吹田市高城町20-6,06-6383-2640,
大阪府,吹田市,あやめ保育園,,大阪府吹田市津雲台4-9-1,06-6871-0061,
大阪府,吹田市泉町,陽だまりルーム,,大阪府吹田市泉町5丁目1-39ハイムタケダ1階,06-6338-1722,
大阪府,吹田市内本町,子育て広場ねっこぼっこ,,大阪府吹田市内本町1丁目11-10-202楠本ビル2階,06-6317-2665,
大阪府,吹田市朝日が丘町,子育て広場オアシス,,大阪府吹田市朝日が丘町46-14-103,06-6385-0331,
大阪府,吹田市,子育て広場こすもすの家,,大阪府吹田市山田南30-18-302ディアコートミキ3階,06-6877-8734,
大阪府,泉大津市東助松町,かみじょう認定こども園,,大阪府泉大津市東助松町4-8-18,0725-32-2212,
大阪府,泉大津市,くすのき認定こども園,,大阪府泉大津市我孫子2-7-1,0725-22-0057,
大阪府,泉大津市池浦町,とれぞあ子ども園,,大阪府泉大津市池浦町3-5-8,0725-33-3003,
大阪府,泉大津市助松町,和泉乳児院,,大阪府泉大津市助松町3-8-7,0725-33-2227,
大阪府,泉大津市旭町,ココフレア（泉大津駅高架下 セントラルスポーツ内 ）,,大阪府泉大津市旭町19-2,0725-20-6722,
大阪府,高槻市昭和台町,富田子育て支援センター,,大阪府高槻市昭和台町一丁目１-１,072-694-9177,
大阪府,高槻市春日町,春日子育て支援センター,,大阪府高槻市春日町22-2,072-673-5211,
大阪府,高槻市,阿武山たつの子子育て支援センター,,大阪府高槻市阿武野二丁目2-1,072-692-0313,
大阪府,高槻市芝谷町,聖ヶ丘子育て支援センター,,大阪府高槻市芝谷町19-7,072-689-8721,
大阪府,高槻市津之江町,津之江さくら子育て支援センター,,大阪府高槻市津之江町一丁目37-9,072-668-1211,
大阪府,高槻市南庄所町,庄所子育てすくすくセンター（こっこひろば）,,大阪府高槻市南庄所町3-3,072-674-3080,
大阪府,高槻市,ティピーおやこの広場,,大阪府高槻市玉川二丁目2-3,072-678-6287,
大阪府,高槻市,ぱれっとひろば,,大阪府高槻市大蔵司二丁目52-11,072-687-3565,
大阪府,高槻市古曽部町,チャムきっずぱーく,,大阪府高槻市古曽部町一丁目1-8,072-685-6336,
大阪府,高槻市藤の里町,ファミリーポートたかつき,,大阪府高槻市藤の里町10-24,072-669-9300,
大阪府,高槻市清福寺町,どうぞのおいす,,大阪府高槻市清福寺町13-6（清福寺町公民館内）,072-685-2224,
大阪府,高槻市大塚町,ハイネ,,大阪府高槻市大塚町五丁目１２-５-２０２,072-661-5234,
大阪府,高槻市,平安女学院大学どんぐりの森,,大阪府高槻市南平台五丁目81-1,072-696-4939,
大阪府,高槻市寿町,ひろばひだまり,,大阪府高槻市寿町一丁目19-2,072-693-4682,
大阪府,高槻市津之江町,キッズスポットかるがも,,大阪府高槻市津之江町二丁目24-12-104,072-661-2326,
大阪府,高槻市郡家新町,ぴーかぶー,,大阪府高槻市郡家新町6-16,072-682-0677,
大阪府,高槻市,つどいの広場くすのき,,大阪府高槻市梶原2丁目9-12,072-601-1460,
大阪府,貝塚市,すくすく子ども館（市立子育て支援センター）,,大阪府貝塚市名越108,072-468-8224,
大阪府,守口市佐太中町,守口中央こども園,,大阪府守口市佐太中町1-4-18,06-6901-0521,
大阪府,守口市八雲中町,白鳩チルドレンセンター八雲中,,大阪府守口市八雲中町1-22-3,06-6909-0061,
大阪府,守口市,北てらかた森のこども園,,大阪府守口市寺方本通1-3-4,06-6998-7424,
大阪府,守口市日吉町,Fineひまわり保育園,,大阪府守口市日吉町2-6-6　アーバンエース守口パル１階,06-6998-9090,
大阪府,守口市梶町,第２一乗寺学園,,大阪府守口市梶町4-1-15,06-6901-2411,
大阪府,守口市,あそびばポニー,,大阪府守口市南寺方東通4-26-5,080-2648-5158,
大阪府,茨木市,ふくろう広場,,大阪府茨木市西福井一丁目13-2　1階,072-643-2968,
大阪府,茨木市,こえんひろば,,大阪府茨木市総持寺一丁目17-21　総持寺グリーンハイツ101号,050-1070-0878,
大阪府,茨木市,ちゃちゃはうす,,大阪府茨木市下穂積一丁目6-21　コーポエコー103,072-646-6331,
大阪府,茨木市,るんびに広場,,大阪府茨木市東太田二丁目9-32,072-601-4989,
大阪府,茨木市,ぽっぽかすが,,大阪府茨木市春日一丁目1-23,072-631-8383,
大阪府,茨木市,きゅーぴーはうす,,大阪府茨木市橋の内二丁目12-28　バーンフリート201,072-638-7571,
大阪府,茨木市,あっぷるはうす,,大阪府茨木市彩都あさぎ二丁目１　ジオ彩都みなみ坂コミュニティ棟1階,072-641-3988,
大阪府,茨木市,あいあい広場,,大阪府茨木市天王二丁目10-20,072-646-8715,
大阪府,茨木市,ほしのこひろば,,大阪府茨木市平田二丁目9-2　フラット・フィールド105号室,072-647-7438,
大阪府,茨木市,ななつ星きらきらひろば,,大阪府茨木市山手台7丁目2-20　山手台福祉プラザ１階,072-629-6889,
大阪府,茨木市舟木町,ぱれっとひろば大池,,大阪府茨木市舟木町16-35　第3コーポタカイ1階,072-665-6056,
大阪府,茨木市,HappyRoom,,大阪府茨木市南春日丘5丁目1-8　沢池多世代交流センター２階,072-624-3710,
大阪府,茨木市,第２ほしのこひろば,,大阪府茨木市真砂玉島台9-27　真砂玉島台自治会階１階,072-646-6666,
大阪府,茨木市,ふくろうニコニコ広場,,大阪府茨木市南耳原一丁目5-13　ボヌール・プラザ103号室,072-601-2991,
大阪府,茨木市総持寺駅前町,さんさんひろば,,大阪府茨木市総持寺駅前町1-3　クレール207号室,072-657-8188,
大阪府,茨木市,森のどんぐりひろば,,大阪府茨木市東奈良一丁目3　大阪府営茨木東奈良住宅13棟104,072-655-1656,
大阪府,茨木市,ふわふわのおうち,,大阪府茨木市豊川1-34-3,072-641-8857,
大阪府,茨木市西駅前町,てんとうむしひろば,,大阪府茨木市西駅前町6-36　ラビアンヌエスポワール202,072-657-7720,
大阪府,八尾市安中町,八尾市立安中ひかりこども園,,大阪府八尾市安中町8-6-23,072-991-7249,
大阪府,八尾市山本町,八尾市立南山本せせらぎこども園,,大阪府八尾市山本町南3-1-39,072-998-9431,
大阪府,八尾市志紀町,八尾市立志紀おおぞらこども園,,大阪府八尾市志紀町西2-1-10,072-949-3194,
大阪府,八尾市東町,八尾市立東山本わかばこども園,,大阪府八尾市東町3-5,072-996-3301,
大阪府,泉佐野市,地域子育て支援センター「わたぼうし」,,大阪府泉佐野市日根野2634-1,072-447-6223,
大阪府,富田林市,梅の里こども園,,大阪府富田林市梅の里1-2-5,0721-23-4555,
大阪府,富田林市,ほっとひろば　ふらっと,,大阪府富田林市寺池台1-13-31,0721-29-5227,
大阪府,富田林市粟ケ池町,ほっとひろば　レインボーホール,,大阪府富田林市粟ケ池町2969-5,0721-29-5227,
大阪府,富田林市南大伴町,ほっとひろば　かがりの郷,,大阪府富田林市南大伴町4-4-1,0721-29-5227,
大阪府,富田林市桜ケ丘町,ほっとひろば　すばるホール,,大阪府富田林市桜ケ丘町2-8,0721-29-5227,
大阪府,富田林市,すこやかひろば　須賀,,大阪府富田林市須賀2-25-27-103,0721-56-5540,
大阪府,富田林市,すこやかひろば　東条,,大阪府富田林市龍泉594-2,0721-56-5540,
大阪府,富田林市,つどいの広場　ひだまり,,大阪府富田林市向陽台2-13-2（1C）,0721-70-7400,
大阪府,寝屋川市初町,おやこほっとステーション,,大阪府寝屋川市初町19-1,072-811-3003,
大阪府,寝屋川市萱島南町,あやめ保育園(子育て支援センター）,,大阪府寝屋川市萱島南町12-3,072-822-1318,
大阪府,寝屋川市東香里園町,大阪聖母保育園（子育て支援センター）,,大阪府寝屋川市東香里園町9-6,072-802-5620,
大阪府,寝屋川市,エールこども園（子育て支援センター）,,大阪府寝屋川市池田1-20-15,072-828-5744,
大阪府,寝屋川市木屋町,きんもくせい保育園（子育て支援センター）,,大阪府寝屋川市木屋町6-3,072-833-1717,
大阪府,寝屋川市緑町,寝屋川めぐみ園（子育て支援センター）,,大阪府寝屋川市緑町13-20,072-833-0020,
大阪府,寝屋川市,つどいの広場「ゆう」,,大阪府寝屋川市三井が丘3-7-3（三井小学校普通教室棟１階）,072-800-6694,
大阪府,寝屋川市,つどいの広場「そら」,,大阪府寝屋川市高柳6-13-5（高柳6丁目自治会公民館隣の公園の奥）,072-380-7436,
大阪府,寝屋川市葛原新町,つどいの広場「はる」,,大阪府寝屋川市葛原新町14-1-103 府営寝屋川春日住宅1号棟1階,072-814-6262,
大阪府,寝屋川市萱島信和町,つどいの広場「きしゃぽっぽ」,,大阪府寝屋川市萱島信和町13-1 丸信リバーサイドコーポ第2棟1階103号,072-865-8005,
大阪府,寝屋川市木田町,つどいの広場「こころ」,,大阪府寝屋川市木田町18-1 ピアハイツ101号室,072-800-6838,
大阪府,河内長野市,子育て支援センター（高向保育園）,,大阪府河内長野市旭ケ丘34-81-7,0721-52-5753,
大阪府,河内長野市,やまのこ教室（観心寺保育園）,,大阪府河内長野市寺元501-1,0721-65-0050,
大阪府,松原市,社会福祉法人　正徳会　まつばら駅前おおぞら保育園,,大阪府松原市上田4丁目3番32号,072-338-0288,
大阪府,松原市,こみゅにてぃひろばNICO子育て支援センターニコひろば,,大阪府松原市天美南5丁目20番22号,072-330-2511,
大阪府,大東市,つどいの広場　まんまいーよ,,大阪府大東市深野3-28-3 2F,080-6228-1140,
大阪府,大東市,つどいの広場　きしゃぽっぽ,,大阪府大東市灰塚5-13-6,072-875-8855,
大阪府,大東市,南郷子育て支援センター,,大阪府大東市太子田1-12-37,072-872-0013,
大阪府,大東市,つどいの広場　はぐくみひろば,,大阪府大東市諸福3-11-17,072-803-8993,
大阪府,大東市,つどいの広場　リュッカ,,大阪府大東市赤井1-12-7,072-814-9009,
大阪府,和泉市,ひかりGreenWell,,大阪府和泉市光明台三丁目3-1,0725-56-2002,
大阪府,和泉市,クレアール保育園,,大阪府和泉市いぶき野五丁目3-7,0725-58-1555,
大阪府,和泉市,さいわいこども園,,大阪府和泉市幸二丁目7-44,0725-41-1385,
大阪府,和泉市仏並町,横山きのみこども園,,大阪府和泉市仏並町358-11,0725-90-2501,
大阪府,柏原市,健康福祉センター「オアシス」,,大阪府柏原市大県4-15-35,,
大阪府,柏原市上市,柏原つどいの広場「ほっとステーション」,,大阪府柏原市上市1-2-2,,
大阪府,柏原市,親子広場「ドレミファごんちゃん」,,大阪府柏原市太平寺2-5-9,,
大阪府,柏原市玉手町,玉手つどいの広場「たまてばこ」,,大阪府柏原市玉手町17-1,,
大阪府,羽曳野市古市,羽曳野市立古市複合館（羽曳野市立子育て支援センターふるいち）,,大阪府羽曳野市古市4-2-9,072-958-3308,
大阪府,羽曳野市,羽曳野市立子育て支援センターむかいの,,大阪府羽曳野市向野523,080-7536-7898,
大阪府,高石市,東羽衣子育て支援センター,,大阪府高石市東羽衣7丁目3番40号,072-262-0920,
大阪府,高石市,南海愛児園子育て支援センター,,大阪府高石市千代田6丁目12番53号,072-265-3210,
大阪府,高石市,綾園保育所子育て支援センター,,大阪府高石市綾園3丁目12-36,072-263-2477,
大阪府,東大阪市,楠根子育て支援センター,,大阪府東大阪市楠根1-12-12,06-4306-4151,
大阪府,東大阪市,布施子育て支援センター,,大阪府東大阪市長堂1-8-37,06-6748-0210,
大阪府,東大阪市東鴻池町,鴻池子育て支援センター,,大阪府東大阪市東鴻池町4-5-8,06-6748-8251,
大阪府,東大阪市,荒本子育て支援センター,,大阪府東大阪市荒本2-6-35,06-6788-1055,
大阪府,東大阪市長瀬町,長瀬子育て支援センター,,大阪府東大阪市長瀬町3-6-3,06-6728-1800,
大阪府,四條畷市雁屋北町,子育て総合支援センターつどいの広場”なわて”,,大阪府四條畷市雁屋北町6-21,072-800-3623,
大阪府,四條畷市,つどいの広場”おかやま”,,大阪府四條畷市岡山1-4-12,072-877-1234,
大阪府,四條畷市,畷たんぽぽ保育園,,大阪府四條畷市大字清瀧445-9,072-863-3368,
大阪府,交野市,交野市立第１児童センター,,大阪府交野市幾野2-6-1,072-893-1144,
大阪府,交野市,交野市立地域子育て支援センター,,大阪府交野市私部2-29-5,072-810-8270,
大阪府,交野市,星田地域子育て支援センター,,大阪府交野市星田3-10-8（星田こども園内）,072-860-7193,
大阪府,泉南郡熊取町,特定非営利活動法人地域支援センターくまとりロンド事務所,,大阪府泉南郡熊取町五月ヶ丘一丁目5番2号,072-452-2214,
大阪府,枚方市,おやこの広場 明善めぐみ園,,大阪府枚方市藤阪南町2丁目26番1号,072-851-0022,
大阪府,枚方市,おやこの広場 まりも保育園,,大阪府枚方市春日北町4丁目1番7号,072-859-4201,
大阪府,枚方市,おやこの広場 さだ保育園,,大阪府枚方市北中振2丁目3番47号,072-832-2601,
大阪府,枚方市,おやこの広場 中振敬愛保育園,,大阪府枚方市東中振1丁目12番1号,072-834-2331,
大阪府,枚方市,おやこの広場 ギンガ,,大阪府枚方市村野西町4番11号,072-849-3388,
大阪府,枚方市,おやこの広場 大峰いなほこども園,,大阪府枚方市大峰元町1丁目22番1号,072-858-7799,
大阪府,枚方市,おやこの広場 くずは光の子保育園分園,,大阪府枚方市楠葉美咲1丁目25番5号,072-866-8200,
大阪府,枚方市,おやこの広場 長尾保育園,,大阪府枚方市長尾東町1丁目41番1号,072-858-5881,
大阪府,枚方市,おやこの広場 枚方たんぽぽ保育園,,大阪府枚方市中宮北町10番14号,072-840-2083,
大阪府,枚方市,おやこの広場 香里団地保育所,,大阪府枚方市香里ヶ丘2丁目8番1号,072-854-0255,
大阪府,枚方市,おやこの広場 枚方保育所,,大阪府枚方市東田宮1丁目2番5号,072-843-0611,
大阪府,枚方市,おやこの広場 楠葉野保育所,,大阪府枚方市南楠葉1丁目26番10号,072-851-0411,
大阪府,枚方市,ファミリーポートひらかた,,大阪府枚方市招提南町2丁目50番1号,072-850-4400,
大阪府,枚方市,すこやか広場・きょうぶん,,大阪府枚方市磯島北町37番1号,050-7102-3171,
大阪府,枚方市,広場さぷり,,大阪府枚方市村野西町5番1号,072-807-5336,
